;distance;latitude;longitude;iri;ppe
1373;13730.0;56.225232143;8.829068238;0.87378053;0.22951074260520998
1374;13740.0;56.225281875;8.82893183;1.2280577435;0.22951074260520998
1375;13750.0;56.225331523;8.828796314;0.661515112;0.22951074260520998
1376;13760.0;56.225381247;8.828660888;0.37987294949999995;0.26444721902399
1377;13770.0;56.225431002;8.828525821;0.954341126;0.26444721902399
1378;13780.0;56.225481357;8.828389643;0.941841023;0.21028433515511
1379;13790.0;56.225531354;8.828253843999999;0.521781634;0.18320289322067002
1380;13800.0;56.225580943999994;8.828118939;0.6002304075;0.15612145128623
1381;13810.0;56.225630765;8.827984311;0.5439541035;0.158545368813977
1382;13820.0;56.22568158;8.827849642999999;0.859613699;0.158545368813977
1383;13830.0;56.22573268399999;8.827715521;0.640624536;0.15975732757785
1384;13840.0;56.225783765;8.827581432;0.7662247740000001;0.15975732757785
1385;13850.0;56.225834772;8.827447745;0.9280662335000001;0.162871289739807
1386;13860.0;56.22588600899999;8.827314104;1.0454547945000001;0.162871289739807
1387;13870.0;56.225937851000005;8.827182333;0.575114175;0.16909921406372
1388;13880.0;56.225990296000006;8.827049322999999;0.8867698125;0.16909921406372
1389;13890.0;56.226042373999995;8.826916051;1.0032435165;0.226096060936165
1390;13900.0;56.226094146;8.826782996;1.3487982760000001;0.226096060936165
1391;13910.0;56.22614599600001;8.826649817;0.604109367;0.28309290780860996
1392;13920.0;56.226197743;8.826516747000001;1.0005277385;0.28309290780860996
1393;13930.0;56.226249525;8.826383722000001;0.7043038795000001;0.27054545997249
1394;13940.0;56.226301551999995;8.826250506000001;0.5990002605;0.27054545997249
1395;13950.0;56.226353859;8.826117666;0.5795532335;0.25799801213636997
1396;13960.0;56.226405848999995;8.825986195;0.6498239725;0.25799801213636997
1397;13970.0;56.226458728999994;8.825854062000001;0.671091923;0.28583165200329497
1398;13980.0;56.226511746999996;8.825722108999999;0.9509498175;0.28583165200329497
1399;13990.0;56.226564403000005;8.825590206000001;0.765129556;0.31366529187021996
1400;14000.0;56.226616801999995;8.825458716;0.5614431175;0.296291706731775
1401;14010.0;56.22666926;8.825326945;0.7840770020000001;0.296291706731775
1402;14020.0;56.226722319;8.825195157000001;0.827203666;0.27891812159333
1403;14030.0;56.226775468;8.825063488;0.5318099835;0.27891812159333
